title,category,price,description,colour,url,img_url
Jordan,Everyday Ankle Socks (3 Pairs),"Rp269,000",These ankle socks will keep you dry and cool with sweat-wicking fabric and breathable ankle panels. They're snug around the arch to give you that extra-supportive feel.,Black/White,https://www.nike.com/id/t/jordan-everyday-ankle-socks-PqW8xF/DX9655-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/a33acabd-77a2-4bee-b894-83f3d2d943bc/jordan-everyday-ankle-socks-PqW8xF.png
Nike ACG,Bucket Hat,"Rp418,000","For rainy hikes or sunny adventures, the Nike ACG Bucket Hat keeps you covered.It's lightweight and comfortable, with a low-key chin strap for on-the-go adjustments.",Dark Russet/Moss/Earth/Bright Cactus,https://www.nike.com/id/t/acg-bucket-hat-RZ4T6t/DC9088-246,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/5a3b7314-65a4-4a68-81da-3acb605fbe74/acg-bucket-hat-RZ4T6t.png
Nike Heritage,"Retro Hip Pack (Small, 1L)","Rp369,000","With classic style on display, the Nike Hip Pack is small but mighty. It has a sizeable compartment for all the essentials when bulky bags won't work. The adjustable strap features 2 clips on each end. Bonus: The zip on this bag features a Swoosh logo pull, giving it an iconic touch.",Black/Black/Hyper Royal,https://www.nike.com/id/t/heritage-retro-hip-pack-h7xSHW/DR6266-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/cfd36413-3a8c-437e-8b7e-8bffacaa2fc3/heritage-retro-hip-pack-h7xSHW.png
Nike Dri-FIT Challenger,Men's 18cm (approx.) 2-in-1 Versatile Shorts,"Rp468,000","Designed for running, training and yoga, our sweat-wicking Challenger Shorts keep it light and right with a relaxed over-layer and under-layer tights for support that helps you get the most out of your movement. We geared them for more than running, with a comfortable pocket that won't irritate when you move from the track to the gym.",Black/Black/Black,https://www.nike.com/id/t/dri-fit-challenger-18cm-2-in-1-versatile-shorts-rXcHcH/DV9358-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/0cf5b328-11ba-4344-b24d-7baeb26f1b1e/dri-fit-challenger-18cm-2-in-1-versatile-shorts-rXcHcH.png"
Jordan Dri-FIT Sport,Men's Golf Polo,"Rp729,000","You're ready to go for the full 18 in this soft pique polo. Lightweight fabric enhanced with sweat-wicking tech helps keep you dry through the whole course, and with thoughtful details like the embroidered Jumpman and raglan sleeves, your look will pop on and off the green.",Sail/Black,https://www.nike.com/id/t/jordan-dri-fit-sport-golf-polo-pclvPv/DZ0540-133,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/574c93be-8d4d-4be3-9b87-6fd54ca58bb5/jordan-dri-fit-sport-golf-polo-pclvPv.png
Nike Max90,Men's Basketball T-Shirt,"Rp358,000","Making hot shots when it matters most? Then you must be a big game hooper. Suit up in this roomy tee, with badges celebrating those moments of court superiority.",Coconut Milk,https://www.nike.com/id/t/max90-basketball-t-shirt-mtSxfR/FD0051-113,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/58c4c0de-63a6-4838-ba46-418fff95e068/max90-basketball-t-shirt-mtSxfR.png
Nike Solo Swoosh,Men's Fleece Crew,"Rp1,169,000","Celebrate the power and simplicity of the Swoosh. This warm fleece crew is made with some extra room through the shoulders, chest and body for easy comfort and laid-back, nostalgic style. Stretchy ribbed openings help hold the crew in place when you move and seal in your body heat when the weather cools.",Dark Grey Heather/White,https://www.nike.com/id/t/solo-swoosh-fleece-crew-rl6Zs6/DX1362-063,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/aa20abaf-d1dd-4d63-975b-aefacd712fe7/solo-swoosh-fleece-crew-rl6Zs6.png"
Nike Pro Dri-FIT,Men's Shorts,"Rp349,000","Much more than a base layer, the Nike Pro Dri-FIT Shorts hug you with lightweight fabric that keeps you feeling dry, cool and supported from warm-ups through to cool-downs. They're made from at least 75% recycled polyester fibres in a stretchy design that helps you move at full intensity during your toughest workouts or competitions.",Black/White,https://www.nike.com/id/t/pro-dri-fit-shorts-8jxLsr/DD1918-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/61314f5e-95bd-41a4-adc5-085cf45b1e82/pro-dri-fit-shorts-8jxLsr.png
Nike Dri-FIT ADV AeroSwift,Men's Racing Vest,"Rp949,000","You've pushed through the worst to compete with the best. So, let the breathable feel of the Nike Dri-FIT ADV AeroSwift Vest take you across the finish. Lightweight and silky smooth, the vest uses our most innovative technologies to get you to your personal best. This product is made with at least 75% recycled polyester fibres.",Black/White,https://www.nike.com/id/t/dri-fit-adv-aeroswift-racing-vest-613JkQ/DM4625-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/482e5c93-2449-421f-a710-54e3878894a5/dri-fit-adv-aeroswift-racing-vest-613JkQ.png
Jordan Essentials,Men's T-Shirt,"Rp399,000","Sittin' courtside or poolside, this tee gets it. Printed on classic cotton, a big and bold Jumpman gets a summery update.",Black/Lucky Green,https://www.nike.com/id/t/jordan-essentials-t-shirt-X2zhCG/DX9581-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/8fcd1c6a-6c5e-43a9-aae5-744d8f2b7f8d/jordan-essentials-t-shirt-X2zhCG.png
Nike Dri-FIT Challenger,Men's Knit Running Trousers,"Rp799,000",Step up and take on your run in soft comfort. The Nike Dri-FIT Challenger Trousers are made with details like sweat-wicking technology and press studs to keep your gear close. A tapered fit means they won't get in your way. This product is made from 100% recycled polyester fibres.,Black,https://www.nike.com/id/t/dri-fit-challenger-knit-running-trousers-NxKxTz/DD5004-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/8b080ecc-358a-457a-9da7-d00d3076632b/dri-fit-challenger-knit-running-trousers-NxKxTz.png"
Zion,Men's T-Shirt,"Rp358,000",Rep your favourite baller while keepin' it classic. The Zion logo is screen-printed on 100% cotton—what else could you need?,Photon Dust,https://www.nike.com/id/t/zion-t-shirt-8rNsWn/FJ4615-025,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/4f430174-122e-48bc-8479-dcf9364891d6/zion-t-shirt-8rNsWn.png"
Jordan Flight MVP,Men's Jacket,"Rp1,268,000","Rep #23, 23 different ways. Press studs keep the look breezy while a fold-down collar gives you that distinction you deserve. The all-over print is the star here—you can't miss it.",Off-Noir,https://www.nike.com/id/t/jordan-flight-mvp-jacket-Qbsj8w/DX9738-045,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d86aa6c8-d36d-40b6-9457-959769e7b013/jordan-flight-mvp-jacket-Qbsj8w.png"
NOCTA Souvenir Cactus,Men's T-shirt,"Rp479,000","Pack this bootleg-inspired souvenir tee from NOCTA in your suitcase, head for the islands and send your ""Distant Regards"". Perfectly imperfect graphics will leave them scratching their heads.",White,https://www.nike.com/id/t/nocta-souvenir-cactus-t-shirt-Kzmmtr/DR2631-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/50025647-7952-4eea-8615-ddcc0a7bd241/nocta-souvenir-cactus-t-shirt-Kzmmtr.png"
Nike Dri-FIT Miler,Men's Running Jacket,"Rp988,000","Our sweat-wicking Miler Jacket celebrates the run as a tune-up for your body. A lightweight, water-repellent design keeps you dry as you get the most out of your route and beyond.",Black/Summit White,https://www.nike.com/id/t/dri-fit-miler-running-jacket-CNX5w2/DV9820-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/9524c234-8867-407b-9383-2e67913f0b6e/dri-fit-miler-running-jacket-CNX5w2.png"
Nike Everyday Plus,Cushioned No-Show Socks (3 Pairs),"Rp228,000",Stay focused and comfortable. These socks feature sweat-wicking technology to keep your feet dry and comfortable whether you're hitting the treadmill or running an errand.,Multi-Colour,https://www.nike.com/id/t/everyday-plus-cushioned-no-show-socks-K47MKc/FB9949-902,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/97720c4c-ad6a-483a-8531-b51e1ce955ce/everyday-plus-cushioned-no-show-socks-K47MKc.png
Nike Dri-FIT Phenom Elite,Men's Knit Running Trousers,"Rp1,109,000","Step out in our lightweight, Phenom Elite Trousers. We know you're out there giving your all, so we keep you feeling comfortable with buttery smooth, sweat-wicking fabric. Plus, there's pockets for your phone, keys or anything else you need.",Black,https://www.nike.com/id/t/dri-fit-phenom-elite-knit-running-trousers-xjMTVL/DQ4741-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/cc8a307f-2bca-43d0-aeaf-d2564f16f9a5/dri-fit-phenom-elite-knit-running-trousers-xjMTVL.png"
Nike Air Classic99,Cap,"Rp248,000","The Nike Air Classic99 Cap is the perfect complement to your favourite Nike Air styles. A lightweight woven fabric offers a cool, comfortable feel, while a classic Nike Air patch helps show love for the brand.",White,https://www.nike.com/id/t/air-classic99-cap-GMtvHk/DH2423-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/62d4e503-0d76-42dc-b4c3-ccbe4e2f8311/air-classic99-cap-GMtvHk.png
Nike Dri-FIT Run Division Rise 365,Men's Running Tank,"Rp649,000","A warm breeze meets cool speed in this sweat-wicking Rise 365 Tank. It's a spin on our racing vest with a relaxed, lightweight and breathable feel for those hot runs. We gave it the Run Division treatment with reflective-design elements and a pouch pocket that lets you pack the shirt away when you need to layer down.",Black,https://www.nike.com/id/t/dri-fit-run-division-rise-365-running-tank-RN7FTf/DX0852-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/cf6b9761-c9cb-4121-bfba-eb8b8f5eaa4e/dri-fit-run-division-rise-365-running-tank-RN7FTf.png"
Nike Hike,Backpack (27L),"Rp1,069,000","Get outdoor-ready with the Nike Hike Backpack, a versatile bag that can go from storing school gear to day hiking on your local trail. A large main compartment makes storage simple, and a zip front pocket keeps your small gear easy to access. Extra support lives in the padded shoulder straps that are adjustable and feature an adjustable sternum clasp to help distribute the weight while you walk.",Black/Particle Grey/Atomic Green,https://www.nike.com/id/t/hike-backpack-J9xJd6/DJ9677-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/1d5899b8-dada-462a-8d77-63f3984f80e2/hike-backpack-J9xJd6.png
Jordan 23 Engineered,Men's Utility Trousers,"Rp1,408,000",Everyday utility has arrived. These lightweight woven trousers have knee vents for breathability. Bungees at the leg openings and a drawstring at the waist let you get your ideal fit.,Pistachio Frost,https://www.nike.com/id/t/jordan-23-engineered-utility-trousers-9snkkn/DX9645-321,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a23c14f1-2bf6-46bd-b65f-6be4e7735794/jordan-23-engineered-utility-trousers-9snkkn.png"
Nike Pro Dri-FIT,Men's Tight-Fit Long-Sleeve Top,"Rp399,000",The Nike Pro Dri-FIT Top hugs you in lightweight fabric with breathability built into high-heat zones to help keep you cool and dry from warm-ups to cool-downs. Stretchy fabric made from at least 75% recycled polyester fibres comes in a tight fit that easily layers under other tops.,Black/White,https://www.nike.com/id/t/pro-dri-fit-tight-fit-long-sleeve-top-6HR6qX/DD1991-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/1cea67e4-fa3c-4259-a81c-442364c12c56/pro-dri-fit-tight-fit-long-sleeve-top-6HR6qX.png
Jordan Flight Essentials,Men's Oversized T-Shirt,"Rp499,000","Designed with an intentionally oversized fit, this tee is ready for whatever the day brings. With a Jumpman woven patch on the chest, no one will question what you're about.",White,https://www.nike.com/id/t/jordan-flight-essentials-oversized-t-shirt-C7XVkQ/DZ7313-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/1f4b0884-a14f-4ad8-9eba-8bdac23dc3b1/jordan-flight-essentials-oversized-t-shirt-C7XVkQ.png
Nike Sportswear Heritage86 Futura Washed,Hat,"Rp249,000","Crafted from soft fabric, the Nike Sportswear Heritage86 Futura Washed Hat has a 6-panel design for classic comfort, and an adjustable closure for a personalised fit.",Black/Black/White,https://www.nike.com/id/t/sportswear-heritage86-futura-washed-hat-9zdC2m/913011-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/9d884f48-1922-4f8e-8d87-fc34cc1b7cfb/sportswear-heritage86-futura-washed-hat-9zdC2m.png
Nike x sacai,Men's Full-Zip Hoodie,"Rp3,299,000","Bridging past and present, this full-zip hoodie weaves together the classic Windrunner design with a layered hood and rich mixture of materials. With lots of style points, warmth and versatility, it's a go-to choice for days when you want to layer up and look good.",Black,https://www.nike.com/id/t/sacai-hoodie-Tn38m8/DQ9030-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/d31211d2-94f0-4d84-8c22-ac947a3f57ee/sacai-hoodie-Tn38m8.png
Nike Solo Swoosh,Men's French Terry Trousers,"Rp1,199,000","These soft fleece trousers are made for comfort and laid-back, nostalgic style. They're roomy through the seat and thighs, then slightly taper to the cuffed ankle. A soft elastic waistband and inner drawcord keep them comfy where it counts. The embroidered Swoosh on the left thigh gives you a clean, effortless finish.",Black/White,https://www.nike.com/id/t/solo-swoosh-french-terry-trousers-gpkcLc-DX0816/DX0816-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/0f28a4c2-ddc1-4ff5-8239-84ddf45882bf/solo-swoosh-french-terry-trousers-gpkcLc.png"
Nike Dri-FIT,Men's Woven Training Jacket,"Rp829,000","Keep your team covered in the Nike Dri-FIT Jacket. Soft woven fabric uses sweat-wicking technology to help keep you covered, cool and comfortable. Customise the colours for your team's signature look. This product is made from 100% recycled polyester fibres.",Black/Black/White,https://www.nike.com/id/t/dri-fit-woven-training-jacket-j0PLdZ/DM6620-011,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/5835011e-5c9e-49c6-8ebe-2ca5ea4a4c75/dri-fit-woven-training-jacket-j0PLdZ.png"
NikeCourt Dri-FIT,Men's Tennis Polo,"Rp569,000","Made from soft knit fabric that's made from 100% recycled polyester fibres, the NikeCourt Dri-FIT Polo is a classic-looking, sweat-wicking court staple.",White/Black,https://www.nike.com/id/t/nikecourt-dri-fit-tennis-polo-xQtSz0/DH0858-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/11a67992-bab3-4d40-90d5-21fd42a750ef/nikecourt-dri-fit-tennis-polo-xQtSz0.png
Nike Dri-FIT Totality,Men's 23cm (approx.) Unlined Shorts,"Rp399,000","Designed for training, our sweat-wicking Totality Shorts let you keep things simple and fresh. They have a relaxed fit with smooth fabric that offers up comfort whether you're doing reps at the gym or following your favourite workout at home.",Smoke Grey/Black/Smoke Grey/Black,https://www.nike.com/id/t/dri-fit-totality-23cm-unlined-shorts-m2W9jx,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/090021b0-2a11-4609-abf4-6597d35992ca/dri-fit-totality-23cm-unlined-shorts-m2W9jx.png"
Nike,Heritage Waistpack,"Rp329,000",Look to the Nike Heritage Waistpack to store the small essentials that don't quite fit in your pockets. An internal zipped stash pocket helps keep things organised and easy to grab. This product is made from at least 65% recycled polyester.,Black/Black/White,https://www.nike.com/id/t/heritage-waistpack-FPhDtm/DB0488-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/dff49e79-f345-4b3f-b988-0d8933474665/heritage-waistpack-FPhDtm.png
Nike Dri-FIT Victory,Men's Golf Polo,"Rp659,000","Crafted from breathable, sweat-wicking fabric, the Nike Dri-FIT Victory Polo puts a new spin on golf performance. This product is made from 100% recycled polyester fibres.",Black/White,https://www.nike.com/id/t/dri-fit-victory-golf-polo-4ZK4F7/DH0823-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/e1fbb109-b4a5-40ad-aed3-a96971da5423/dri-fit-victory-golf-polo-4ZK4F7.png
Nike Sportswear,Men's T-Shirt,"Rp429,000","Varsity-inspired style meets casual comfort in this heavyweight tee. The soft cotton has a stiff drape for a premium feel, while the slightly dropped shoulders, longer sleeves and roomy fit keep things relaxed.",White/Malachite/Black,https://www.nike.com/id/t/sportswear-t-shirt-bBXDzr/FN7224-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/939de60f-ae06-4915-84cc-4355e652e5b3/sportswear-t-shirt-bBXDzr.png
Nike Dri-FIT ADV Run Division TechKnit,Men's Short-Sleeve Running Top,"Rp949,000","Light and breathable in all the right places, this Run Division Top keeps it easy and breezy on the road to new PBs. Running is part of your busy day, so we made a top that's versatile enough to wear from job to gym. It's perfect for when you need to hit the tarmac at a moment's notice.",Phantom/Light Iron Ore,https://www.nike.com/id/t/dri-fit-adv-run-division-techknit-short-sleeve-running-top-gHTVch/FB6869-030,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/0441335c-048d-4d88-ab64-9063a085d681/dri-fit-adv-run-division-techknit-short-sleeve-running-top-gHTVch.png
Nike Sportswear Tech Pack,Men's Shorts,"Rp1,269,000","These Tech Pack shorts are made from our innovative Nike Forward material for an impossibly soft and lightweight feel. Distinct details, like laser-cut pockets with raw edges and subtle front pleating, elevate the finish.",Smoke Grey/Light Smoke Grey/Cool Grey,https://www.nike.com/id/t/sportswear-tech-pack-shorts-lzc1b0/DX0202-077,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/c304f142-c6e3-4871-84ce-3eecda615138/sportswear-tech-pack-shorts-lzc1b0.png"
Jordan Flight MVP,Men's Mesh Shorts,"Rp569,000","Layups or lay out on the beach? Whatever you choose, these shorts are a no-brainer. Mesh panels keep them breezy and breathable so you can enjoy yourself in comfort.",Off-Noir,https://www.nike.com/id/t/jordan-flight-mvp-mesh-shorts-b0QDvC/DX9722-045,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/94937aba-7383-4a88-9060-6853861a939e/jordan-flight-mvp-mesh-shorts-b0QDvC.png"
Nike Sportswear,Men's T-Shirt,"Rp399,000",The Nike Sportswear T-Shirt sets you up with soft cotton jersey and a classic logo on the chest.,Midnight Navy/White,https://www.nike.com/id/t/sportswear-t-shirt-zmMkxS/AR5005-411,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/337da463-8c9c-4b3b-afee-23a94f30aea9/sportswear-t-shirt-zmMkxS.png
Nike Dri-FIT Challenger,Men's 18cm (approx.) Unlined Versatile Shorts,"Rp549,000","Designed for running, training and yoga, these Challenger Shorts keep it lightweight and breathable with a relaxed fit to help you get the most out of your stride. Plus, a comfortable pocket won't irritate when you move from the track to the gym.",Neutral Olive/Dark Russet/Black/Sequoia,https://www.nike.com/id/t/dri-fit-challenger-18cm-unlined-versatile-shorts-42xbS0/DX0915-276,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/e5a63d1d-60e3-4954-9a11-3ba517c6832c/dri-fit-challenger-18cm-unlined-versatile-shorts-42xbS0.png
Nike Club,Men's Woven Cargo Trousers,"Rp899,000","When your daily outings call for preparation, these well-equipped Nike Club cargo trousers give you more pockets to securely stow the extras. We made these from a soft-yet-durable cotton Ripstop fabric in a roomy fit for casual, care-free comfort.",Black/White,https://www.nike.com/id/t/club-woven-cargo-trousers-hdHxsN/DX0614-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/d63a251a-17bd-4902-9931-c8014af8443b/club-woven-cargo-trousers-hdHxsN.png
Nike Life,Men's Short-Sleeve Knit Top,"Rp679,000","Crafted from premium, heavyweight knit fabric, this short-sleeve top from our Nike Life collection puts an elevated spin on an everyday essential. The thick, dual-layered knit ribbing on the collar adds texture and durability.",Oil Green/Neutral Olive,https://www.nike.com/id/t/life-short-sleeve-knit-top-J6jJTz/FN2646-386,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/237ef86b-df2c-4834-a8ca-969552fa7322/life-short-sleeve-knit-top-J6jJTz.png
Nike Sportswear,Men's M90 T-Shirt,"Rp499,000","Loading. Loading. Restart your day with this midweight cotton tee, designed with a roomy feel that you can wear until it's time to power down.",Black,https://www.nike.com/id/t/sportswear-m90-t-shirt-8mFJMr/FD1301-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/9b9cba00-7d6a-4eb2-8140-e226bc0a6005/sportswear-m90-t-shirt-8mFJMr.png"
Nike Sportswear Sport Essentials,Men's Woven Lined Flow Shorts,"Rp499,000","Whether you're running to the nearest food truck or diving into your favourite swimming hole, the Nike Sportswear Sport Essentials Lined Flow Shorts are a good idea. Lined for comfort, the smooth woven fabric is lightweight and lends itself to adventures of all kinds.",Mineral/White,https://www.nike.com/id/t/sportswear-sport-essentials-woven-lined-flow-shorts-rG2mXP/DM6830-309,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/7ae84bc9-60d7-4dfe-9344-1eec224dd20c/sportswear-sport-essentials-woven-lined-flow-shorts-rG2mXP.png
Nike Heritage,Waistpack (3L),"Rp329,000","A comfortable and easy-to-adjust strap makes taking the Nike Heritage Waistpack on everyday trips a no-brainer. The main compartment provides secure storage for your phone, snacks or wallet, while the smaller accessories pocket on the back helps keep things like your keys or travel info safe and close at hand. This product is made from at least 65% recycled polyester.",Ironstone/Ironstone/Black,https://www.nike.com/id/t/heritage-waistpack-Fnc8kw/DB0490-004,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/ad730350-4ae7-4d87-9a4c-a5e6f9664719/heritage-waistpack-Fnc8kw.png
Nike,Shoe Box Bag (12L),"Rp429,000","Store and carry your shoes in style with the Nike Shoe Box Bag. Made with durable materials, the main body features two large Nike logos, a removable cross-body strap and a true shoebox flap opening. On the inside, an internal elastic pocket and zipped mesh pocket help keep extra laces and other small items stored and organised.",Orange/Orange/White,https://www.nike.com/id/t/shoe-box-bag-M9GftZ/DA7337-870,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/410e22fc-89ab-4717-8eb3-0a05c8925ede/shoe-box-bag-M9GftZ.png
Jordan Flight Fleece,Men's Trousers,"Rp1,079,000","Relaxed, comfortable, all-day versatile—these super-soft fleece trousers are everything you need them to be. Elastic at the cuffs lets you show off your favourite kicks, while the stitched-down Flight label and metal-tipped drawcords elevate even the most casual fit.",Black/Sail,https://www.nike.com/id/t/jordan-flight-fleece-trousers-HSj5Dx/DQ7468-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f937f5b5-bb46-4410-8b86-bfea830c5360/jordan-flight-fleece-trousers-HSj5Dx.png"
Jordan Flight Essentials,Men's Oversized T-Shirt,"Rp499,000","Big 'n' baggy for comfort and style. This super-soft tee features longer sleeves and dropped shoulders. Combined with a minimal Jumpman woven chest patch, you're lookin' n-i-c-e.",Cardinal Red,https://www.nike.com/id/t/jordan-flight-essentials-oversized-t-shirt-84459x/DZ0604-619,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/75ee2d15-4079-42d0-adb0-f8129907a717/jordan-flight-essentials-oversized-t-shirt-84459x.png
Nike Everyday Plus,Cushioned Crew Socks (6 Pairs),"Rp379,000","Getting the most out of your workout shouldn't be compromised by aching feet. These socks feature cushioning on the forefoot and heel to provide that extra buffer, and sweat-wicking technology is there too, for when your workout turns turbo.",Multi-Colour,https://www.nike.com/id/t/everyday-plus-cushioned-crew-socks-m9T2sJ/DX7670-902,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/68c2ed85-bb58-4d49-9906-956c0fdb630f/everyday-plus-cushioned-crew-socks-m9T2sJ.png
Jordan Flight MVP,Men's Shorts,"Rp659,000","Ball through autumn in these shorts. They're made from soft fleece that's smooth on the outside and plush on the inside, with an all-over print that's gonna catch attention.",Hemp/Black/Sail,https://www.nike.com/id/t/jordan-flight-mvp-shorts-6Fq2Xk/FB7040-200,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/90b7ee48-057a-4ae7-bede-0575adceb8fc/jordan-flight-mvp-shorts-6Fq2Xk.png
Jordan Dri-FIT Sport,Men's Air Fleece Trousers,"Rp1,149,000","You need joggers to see you through a full workout—and here they are. Made from soft, sweat-wicking fabric, this pair will keep you fresh through the toughest sessions. They're made to fit more snugly than classic joggers, with design lines nodding to MJ's original Wings tracksuit. And the cuffs fall just high enough to show off your favourite kicks.",Black/Black,https://www.nike.com/id/t/jordan-dri-fit-sport-air-fleece-trousers-wNJVlw/DV9785-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/c848e8ca-6e81-4fff-b2f0-bfb9cb4c4071/jordan-dri-fit-sport-air-fleece-trousers-wNJVlw.png
Jordan Dri-FIT Sport,Men's Woven Diamond Shorts,"Rp569,000","Iconic as ever, the Diamond shorts are back. This pair is made from four-way stretch-woven fabric and enhanced with sweat-wicking tech. You'll look and feel fresh—on-court and off-court, from the free throw line to the checkout line.",Black/Tropical Twist/Black,https://www.nike.com/id/t/jordan-dri-fit-sport-woven-diamond-shorts-PGn3pM/FB7580-011,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/382d2cca-664b-484c-9d5c-e3026f944dc7/jordan-dri-fit-sport-woven-diamond-shorts-PGn3pM.png
Nike Outdoor Play,Older Kids' Woven Shorts,"Rp408,000","Impromptu freeze tag games. Scaling the monkey bars. Running around at playtime. The Nike shorts keep up with your favourite activities. Part of our Outdoor Play collection, it's inspired by having fun and getting outside. How so? The durable water-repellent fabric lets you splash away with summer fun from the park to your back garden.",Neutral Olive/Light Bone,https://www.nike.com/id/t/outdoor-play-older-woven-shorts-dnqZZ2/FB1327-276,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/07fc862f-328f-49f5-a6d2-ae0ac8e7bd53/outdoor-play-older-woven-shorts-dnqZZ2.png
Nike Dri-FIT Multi+,Older Kids' (Boys') Printed Training Shorts,"Rp379,000","Gym class. Playtime. Train. The Nike Multi+ shorts help you through it all—like ALL of your sports and activities. The fabric is lightweight and super-breathable, plus has a stretchy waistband for a fit that feels just right. We won't be surprised if it's your number 1 pick when it's time to play.",Black/White,https://www.nike.com/id/t/dri-fit-multi-older-printed-training-shorts-pn2WwX/FB1277-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a1909035-9a36-4a97-a564-4ba466992496/dri-fit-multi-older-printed-training-shorts-pn2WwX.png"
Nike Culture of Basketball,Older Kids' Reversible Basketball Shorts,"Rp549,000","Hurry up and get your squad together ASAP! Team up and match with your best friends on the court in these mesh Nike Basketball shorts. What we love most: they're reversible, so you can change your team colours any time you like. We're ready to play, are you?",Moss/Bright Cactus/White,https://www.nike.com/id/t/culture-of-basketball-older-reversible-basketball-shorts-xpsDGW/DX5517-390,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/2fc7cd7d-8798-4b2e-9d56-ae701cee9a92/culture-of-basketball-older-reversible-basketball-shorts-xpsDGW.png"
Nike Dri-FIT Primary,Men's Training T-Shirt,"Rp569,000","Run, cycle, lift, stretch—no matter where your workout takes you, we have you covered in the sweat-wicking Primary Top. We designed it to be soft and comfortable, with underarm ventilation to help keep you cool during your reps.",Dark Grey Heather/Heather/Smoke Grey,https://www.nike.com/id/t/dri-fit-primary-training-t-shirt-z9dSFb/DV9832-097,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/25de54ca-d0d6-4309-b61d-41914aca1267/dri-fit-primary-training-t-shirt-z9dSFb.png
Nike Dri-FIT Run Division Rise 365,Men's Running Tank Top,"Rp649,000","The Run Division collection is back. Whether you're an elite runner, a weekly warrior or just finding your stride again, the pieces are designed to keep you moving and hit your goals over the final sun-soaked days. This Rise 365 tank top is made from sweat-wicking fabric that doesn't cling to your skin so you can stay dry and comfortable wherever your run takes you.",Medium Ash/Black,https://www.nike.com/id/t/dri-fit-run-division-rise-365-running-tank-top-8dfX9F/FB6882-254,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/5dc18838-9d0a-4446-ac33-a2dbe23d0c86/dri-fit-run-division-rise-365-running-tank-top-8dfX9F.png"
